#{"t_start": 1619905634.891071, "env_id": null}
-1,1000,3816.503
-4,1000,3820.70571
-2,1000,3824.689644
-2,1000,3828.715529
-2,1000,3832.515429
-3,1000,3836.535147
-1,1000,3840.444599
-2,1000,3844.539528
-1,1000,3848.333596
-4,1000,3852.274067
-2,1000,3856.175973
-3,1000,3859.963919
-3,1000,3863.957252
-4,1000,3867.801626
-2,1000,3871.751788
-1,1000,3875.800922
-3,1000,3879.63755
-3,1000,3883.477567
-3,1000,3887.288926
-4,1000,3891.203404
-3,1000,3895.000544
0,1000,3898.915689
-1,1000,3902.910826
0,1000,3906.904461
-2,1000,3910.764654
-2,1000,3914.614687
-3,1000,3918.525378
-2,1000,3922.309761
-2,1000,3926.110571
-2,1000,3929.91942
0,1000,3934.152272
-2,1000,3938.781462
-4,1000,3942.61771
-2,1000,3946.453473
0,1000,3950.330469
-4,1000,3954.138529
-1,1000,3958.073722
1,1000,3962.018602
-3,1000,3966.077521
-2,1000,3969.99666
-1,1000,3973.826437
-4,1000,3977.671721
-3,1000,3981.475179
-6,1000,3985.25867
-2,1000,3989.132646
-4,1000,3993.133977
-2,1000,3997.008607
-4,1000,4000.872157
-3,1000,4004.765496
-1,1000,4008.585579
-2,1000,4012.400697
-3,1000,4016.208514
-5,1000,4019.983534
-4,1000,4024.039485
-3,1000,4027.905853
-3,1000,4031.764472
-1,1000,4035.588392
-4,1000,4039.384026
-4,1000,4043.216304
-2,1000,4047.014523
-2,1000,4050.977801
-6,1000,4055.157032
0,1000,4060.725737
-1,1000,4065.231712
-3,1000,4069.943372
-3,1000,4074.456476
-4,1000,4078.884731
-3,1000,4083.715599
-2,1000,4088.210464
-1,1000,4092.784664
-3,1000,4097.194831
-2,1000,4101.562486
-1,1000,4105.387319
-2,1000,4109.404294
-3,1000,4113.465633
-3,1000,4117.610827
-3,1000,4121.475863
-2,1000,4125.450738
-2,1000,4129.34656
-1,1000,4133.393875
-1,1000,4137.240568
-2,1000,4141.116896
-2,1000,4145.225481
-1,1000,4149.049206
-3,1000,4152.893717
-2,1000,4156.789516
-2,1000,4160.597998
0,1000,4164.488515
-3,1000,4168.340547
-2,1000,4172.33653
0,1000,4176.256974
-2,1000,4180.033813
0,1000,4183.82754
0,1000,4187.747858
-1,1000,4191.575507
-3,1000,4195.408185
-3,1000,4199.224582
-1,1000,4203.254231
0,1000,4207.182588
-2,1000,4211.023759
-2,1000,4214.903877
-2,1000,4218.720591
-2,1000,4222.580829
-2,1000,4226.445832
-1,1000,4230.252643
-2,1000,4234.281278
-3,1000,4238.130841
-1,1000,4242.696241
-3,1000,4246.822911
-4,1000,4250.672461
-3,1000,4254.479625
-2,1000,4258.334563
-2,1000,4262.314589
-1,1000,4266.223228
0,1000,4270.157635
-1,1000,4273.949546
-4,1000,4277.790516
-6,1000,4281.589476
-3,1000,4285.343429
-1,1000,4289.208594
-1,1000,4293.274844
-4,1000,4297.100255
-3,1000,4300.964371
-2,1000,4304.811053
-3,1000,4308.579546
-2,1000,4312.463904
-3,1000,4316.243909
0,1000,4320.046661
-1,1000,4324.159559
-3,1000,4327.918018
-3,1000,4331.70423
-1,1000,4335.503054
-3,1000,4339.273366
-1,1000,4343.075743
-3,1000,4346.909593
0,1000,4350.793601
-1,1000,4354.816688
-5,1000,4358.566368
-1,1000,4362.465211
-3,1000,4366.279619
-4,1000,4370.097696
-4,1000,4374.019748
-4,1000,4377.813617
-4,1000,4381.744116
-2,1000,4385.658686
-3,1000,4389.461541
-2,1000,4393.276718
-3,1000,4397.05456
-2,1000,4400.945699
0,1000,4404.914611
-4,1000,4408.734538
-1,1000,4412.810647
-1,1000,4416.75368
-1,1000,4420.768693
-1,1000,4424.560795
-2,1000,4428.458546
-3,1000,4432.348842
-1,1000,4436.390772
-3,1000,4440.807593
-4,1000,4444.882794
0,1000,4448.757725
-3,1000,4452.538028
-1,1000,4456.587531
-2,1000,4460.495497
-1,1000,4464.280643
-2,1000,4468.13376
-3,1000,4472.042558
-3,1000,4475.973578
-2,1000,4479.864572
-2,1000,4483.713674
-2,1000,4487.642496
-2,1000,4491.490848
0,1000,4495.320855
-4,1000,4499.14342
-4,1000,4503.204252
-1,1000,4506.99485
-4,1000,4510.809712
-2,1000,4514.605232
-3,1000,4518.382199
-3,1000,4522.21762
-2,1000,4526.050589
-2,1000,4529.968022
-3,1000,4534.116656
-5,1000,4537.92471
-1,1000,4541.750677
-3,1000,4545.993631
-2,1000,4550.208608
-3,1000,4554.146954
-4,1000,4557.997112
-2,1000,4562.051429
-2,1000,4565.987923
-1,1000,4569.850599
-1,1000,4573.735891
0,1000,4577.534798
-3,1000,4581.342613
-2,1000,4585.154756
-3,1000,4589.045246
-3,1000,4593.024549
-1,1000,4596.904561
-2,1000,4600.756041
-3,1000,4604.600874
-4,1000,4608.40442
-2,1000,4612.239689
-4,1000,4616.053673
-2,1000,4619.859108
0,1000,4623.996477
-2,1000,4627.786673
-2,1000,4631.726048
-2,1000,4635.600756
-4,1000,4639.539694
-2,1000,4643.438611
0,1000,4647.335823
-2,1000,4651.232944
-2,1000,4655.208618
-1,1000,4659.037795
-2,1000,4662.928833
1,1000,4666.96787
0,1000,4671.045244
-2,1000,4674.998067
-1,1000,4678.881301
-3,1000,4683.075685
-1,1000,4686.901598
-3,1000,4690.713631
-3,1000,4694.541132
-3,1000,4698.429861
-3,1000,4702.253839
-1,1000,4706.185029
-4,1000,4710.060635
-2,1000,4714.206594
-2,1000,4718.183697
0,1000,4722.006104
-1,1000,4725.878064
-1,1000,4729.796634
-2,1000,4733.658341
-3,1000,4737.617175
-2,1000,4741.593605
0,1000,4745.619637
-2,1000,4749.602807
-2,1000,4753.584684
-1,1000,4757.383629
-1,1000,4761.205343
-2,1000,4765.014926
-3,1000,4768.860751
-2,1000,4772.934568
-3,1000,4776.801762
-3,1000,4780.752785
-1,1000,4784.643193
-2,1000,4788.678545
-2,1000,4792.539661
-1,1000,4796.3766
-4,1000,4800.32676
-1,1000,4804.614537
-2,1000,4808.512215
-1,1000,4812.410494
-3,1000,4816.377256
-3,1000,4820.349741
-4,1000,4824.22101
0,1000,4828.033166
-3,1000,4832.034825
-2,1000,4836.158632
1,1000,4840.087281
-1,1000,4844.003331
-3,1000,4847.9816
-2,1000,4852.794488
-3,1000,4856.881162
0,1000,4860.834917
-2,1000,4864.922869
-1,1000,4868.860902
-1,1000,4872.691263
-3,1000,4876.517787
-2,1000,4880.502161
-2,1000,4884.50786
-1,1000,4888.503758
-4,1000,4892.525812
-3,1000,4896.416257
-1,1000,4900.252825
-2,1000,4904.316771
-4,1000,4908.186772
0,1000,4912.034512
0,1000,4916.034034
0,1000,4919.875946
-1,1000,4924.13081
0,1000,4928.098196
-3,1000,4932.027804
-2,1000,4935.929778
-2,1000,4939.893738
-2,1000,4943.874588
-1,1000,4947.775174
0,1000,4951.738814
-1,1000,4955.782674
-3,1000,4959.696808
-1,1000,4963.724863
-1,1000,4967.625656
-3,1000,4971.555027
-2,1000,4975.400764
-1,1000,4979.48797
-4,1000,4983.760912
-2,1000,4987.813696
-3,1000,4991.785589
-3,1000,4995.734711
-3,1000,4999.653894
-2,1000,5003.57779
-4,1000,5007.548913
-2,1000,5011.731964
-2,1000,5015.865962
-2,1000,5020.071761
-3,1000,5023.994922
-3,1000,5027.934838
-2,1000,5031.857167
-4,1000,5035.835317
1,1000,5039.840639
-4,1000,5044.027878
-1,1000,5047.941694
-2,1000,5051.847241
-2,1000,5055.740124
0,1000,5059.56425
-3,1000,5063.494119
-1,1000,5067.413674
-2,1000,5071.489841
-2,1000,5075.592844
-1,1000,5079.458822
-2,1000,5083.463913
-4,1000,5087.377046
-2,1000,5091.261781
-3,1000,5095.192619
-2,1000,5099.125416
0,1000,5103.244161
-3,1000,5107.472144
-2,1000,5111.40995
-2,1000,5115.313931
-2,1000,5119.362979
0,1000,5123.360844
-5,1000,5127.319718
-1,1000,5131.318423
0,1000,5135.329592
0,1000,5139.199669
-1,1000,5143.08365
-4,1000,5146.933726
-3,1000,5150.818773
-3,1000,5155.134894
0,1000,5159.62177
0,1000,5163.742903
-1,1000,5167.816762
-3,1000,5171.709716
-3,1000,5175.560887
-1,1000,5179.46477
-3,1000,5183.319849
0,1000,5187.268742
-2,1000,5191.551364
0,1000,5195.607001
-2,1000,5199.505919
-2,1000,5203.404842
-2,1000,5207.318234
-2,1000,5211.19278
-1,1000,5215.27978
-2,1000,5219.203541
-3,1000,5223.324582
-1,1000,5227.209955
-2,1000,5231.036673
-3,1000,5234.850738
-1,1000,5238.715856
0,1000,5242.59022
0,1000,5246.491752
-1,1000,5250.344857
-2,1000,5254.563857
-3,1000,5258.414141
-2,1000,5262.257581
0,1000,5266.189855
-1,1000,5270.092879
-2,1000,5273.925905
-3,1000,5277.878158
-1,1000,5281.99621
-1,1000,5285.970759
-4,1000,5289.887954
-3,1000,5293.693999
-1,1000,5297.630865
0,1000,5301.475791
-2,1000,5305.296106
-1,1000,5309.135831
-2,1000,5313.236891
-3,1000,5317.255125
-1,1000,5321.110849
-3,1000,5324.919782
-2,1000,5328.851353
0,1000,5332.748789
-2,1000,5336.636901
-2,1000,5340.531973
-2,1000,5344.680853
-2,1000,5348.685865
-3,1000,5352.566014
-2,1000,5356.374859
-3,1000,5360.321976
-2,1000,5364.33713
-2,1000,5368.211104
-2,1000,5372.198252
-2,1000,5376.095796
-1,1000,5379.950796
-3,1000,5383.827783
-2,1000,5387.874199
-2,1000,5391.867707
-4,1000,5395.715222
0,1000,5399.537134
-1,1000,5403.707082
-3,1000,5407.800912
0,1000,5411.62089
-4,1000,5415.532772
-3,1000,5419.347002
-1,1000,5423.235822
-4,1000,5427.179893
-4,1000,5431.110456
-2,1000,5435.161346
-1,1000,5438.957634
-3,1000,5442.82483
1,1000,5446.74402
-2,1000,5450.637077
-3,1000,5454.499707
-3,1000,5458.423311
-3,1000,5463.445241
-2,1000,5467.400657
-1,1000,5471.249523
-1,1000,5475.156828
0,1000,5479.046929
-1,1000,5482.860188
-2,1000,5486.708009
0,1000,5490.752853
-3,1000,5494.799189
-2,1000,5498.641862
0,1000,5502.461737
-3,1000,5506.373885
-2,1000,5510.263879
-2,1000,5514.179835
0,1000,5518.003724
-2,1000,5522.079552
0,1000,5526.114128
-1,1000,5530.348168
0,1000,5534.264024
0,1000,5538.085899
-3,1000,5542.013932
-1,1000,5545.988179
-2,1000,5549.872574
0,1000,5553.966019
-1,1000,5557.820335
1,1000,5561.954127
-1,1000,5565.850916
-3,1000,5569.769872
0,1000,5573.673878
-1,1000,5577.582129
-1,1000,5581.704339
-2,1000,5585.748877
-1,1000,5589.745745
-1,1000,5593.627741
-3,1000,5597.553136
-4,1000,5601.420475
-1,1000,5605.275058
-3,1000,5609.22794
-2,1000,5613.492578
-2,1000,5617.569731
-1,1000,5621.580987
0,1000,5625.599141
-2,1000,5629.558107
-1,1000,5633.553659
-2,1000,5637.919912
-4,1000,5642.004792
-3,1000,5646.105186
-2,1000,5649.993849
-2,1000,5654.271821
-2,1000,5658.300909
-1,1000,5662.296515
-4,1000,5666.255856
-1,1000,5670.220825
0,1000,5674.451849
-1,1000,5678.210603
-2,1000,5682.213843
-3,1000,5686.175136
-1,1000,5690.15107
-1,1000,5693.999743
0,1000,5697.958112
-3,1000,5702.077008
-2,1000,5706.183953
-2,1000,5710.168087
-2,1000,5714.213863
-1,1000,5718.065348
-3,1000,5722.078764
-2,1000,5725.929653
-2,1000,5729.937026
-2,1000,5734.105961
-1,1000,5738.217586
-3,1000,5742.25001
-2,1000,5746.167166
-2,1000,5750.079895
-1,1000,5754.09261
-2,1000,5757.988837
-1,1000,5762.148772
-2,1000,5767.00112
0,1000,5771.172861
-2,1000,5775.068357
-1,1000,5779.082539
-1,1000,5782.907918
0,1000,5786.802904
0,1000,5790.811349
-4,1000,5795.032973
-1,1000,5798.987034
-3,1000,5802.898425
-1,1000,5806.726566
-3,1000,5810.690834
0,1000,5814.539097
-2,1000,5818.465928
-4,1000,5822.625802
-1,1000,5826.651356
-2,1000,5830.693023
-3,1000,5834.772116
-3,1000,5838.684832
-2,1000,5842.559018
0,1000,5846.546598
-2,1000,5850.52013
-2,1000,5854.7091
-3,1000,5858.667965
-3,1000,5862.619525
-1,1000,5866.569867
-2,1000,5870.534035
-2,1000,5874.582034
-2,1000,5878.457373
-2,1000,5882.51529
-2,1000,5886.565866
-2,1000,5890.488285
-3,1000,5894.870271
-2,1000,5898.912112
-1,1000,5902.859984
-1,1000,5907.035635
-2,1000,5910.979405
-4,1000,5915.164931
-2,1000,5919.376004
-3,1000,5923.381284
-2,1000,5927.398482
-4,1000,5931.348138
-2,1000,5935.57975
-1,1000,5939.551265
-2,1000,5943.825178
-3,1000,5947.84711
-2,1000,5951.928197
-2,1000,5955.802547
-3,1000,5959.734114
-2,1000,5963.657011
-2,1000,5967.571153
-2,1000,5971.546015
-1,1000,5975.728378
-3,1000,5979.797911
-2,1000,5983.794902
-3,1000,5987.726993
-1,1000,5991.709327
-2,1000,5995.806982
-1,1000,6000.0789
-1,1000,6004.234072
-1,1000,6008.161099
-2,1000,6012.096893
-4,1000,6016.124119
-1,1000,6020.081092
-2,1000,6023.926224
-3,1000,6027.876396
-4,1000,6032.027128
-3,1000,6036.109073
0,1000,6040.091316
-1,1000,6043.999241
-2,1000,6048.090999
-4,1000,6052.184942
-3,1000,6056.184681
-1,1000,6060.002957
-2,1000,6064.169769
-2,1000,6068.125124
-2,1000,6072.89695
-4,1000,6076.832978
-3,1000,6080.816047
-1,1000,6084.783
-3,1000,6088.730096
-3,1000,6092.973173
-3,1000,6097.078969
-2,1000,6101.07666
-1,1000,6104.933012
-1,1000,6108.831427
-2,1000,6112.855948
-1,1000,6116.790784
0,1000,6120.81225
-2,1000,6124.952049
-1,1000,6128.88508
-2,1000,6132.838406
-1,1000,6136.793488
-4,1000,6140.688823
-1,1000,6144.677949
-4,1000,6148.726448
-1,1000,6152.814146
-2,1000,6156.842109
0,1000,6160.726026
0,1000,6164.544051
-4,1000,6168.514893
-3,1000,6172.533019
-2,1000,6176.571681
-2,1000,6180.564268
-3,1000,6184.919196
-4,1000,6188.91339
0,1000,6192.87868
-2,1000,6196.816925
0,1000,6200.705306
-1,1000,6204.613309
-3,1000,6208.523292
-3,1000,6212.775154
-3,1000,6216.940942
-1,1000,6221.036912
-3,1000,6225.05612
0,1000,6228.946722
-2,1000,6232.876312
-1,1000,6236.90096
-2,1000,6240.785013
-1,1000,6244.928872
-1,1000,6248.930101
-2,1000,6252.970526
-1,1000,6256.864085
-2,1000,6260.820976
-2,1000,6264.695639
-1,1000,6268.562001
-3,1000,6272.745028
-1,1000,6276.741153
-3,1000,6280.582705
-3,1000,6284.520033
-1,1000,6288.396756
-2,1000,6292.396043
-1,1000,6296.252588
-1,1000,6300.288524
-4,1000,6304.511299
-2,1000,6308.533169
-2,1000,6312.472182
-3,1000,6316.362108
-2,1000,6320.225812
-1,1000,6324.09858
0,1000,6327.951095
-2,1000,6331.97829
-1,1000,6336.01335
0,1000,6339.847258
-4,1000,6343.817437
-2,1000,6347.818364
-1,1000,6351.758164
-2,1000,6355.709739
-4,1000,6359.684096
-1,1000,6364.02073
-1,1000,6367.91143
-2,1000,6371.878959
-1,1000,6376.518105
-1,1000,6380.734906
-2,1000,6384.742955
-1,1000,6388.574248
-3,1000,6392.793145
-4,1000,6396.974805
-2,1000,6400.844368
-2,1000,6404.720168
-4,1000,6408.967426
-1,1000,6412.910769
0,1000,6416.807447
-2,1000,6420.72651
-3,1000,6424.876183
-1,1000,6428.915918
-2,1000,6432.888025
-2,1000,6436.827936
-2,1000,6440.718903
-2,1000,6444.601979
-2,1000,6448.491101
-1,1000,6452.665109
-1,1000,6456.661303
-4,1000,6460.692403
-1,1000,6464.576056
-2,1000,6468.666904
-3,1000,6472.682503
-2,1000,6476.752943
-3,1000,6480.74617
-2,1000,6485.067791
-2,1000,6488.882134
-2,1000,6492.947407
-2,1000,6497.018297
-4,1000,6501.030269
-5,1000,6504.942104
0,1000,6508.941108
-1,1000,6513.152434
-1,1000,6517.239095
0,1000,6521.181538
-1,1000,6525.316796
-1,1000,6529.249097
-2,1000,6533.163422
-2,1000,6537.00118
0,1000,6541.111317
-2,1000,6545.287825
-1,1000,6549.281461
-3,1000,6553.314049
-1,1000,6557.534312
-1,1000,6561.377261
-2,1000,6565.260193
-1,1000,6569.143989
-3,1000,6573.179341
-1,1000,6577.128131
-3,1000,6581.018337
-2,1000,6585.019791
-2,1000,6588.959129
-3,1000,6592.824473
-3,1000,6596.844361
-1,1000,6600.771048
-2,1000,6604.847976
-2,1000,6608.729911
-3,1000,6612.680058
-2,1000,6616.62747
-3,1000,6620.474006
-2,1000,6624.347021
-3,1000,6628.257485
-3,1000,6632.355119
-2,1000,6636.324266
-2,1000,6640.213697
-1,1000,6644.069177
-2,1000,6648.053484
0,1000,6651.93616
-1,1000,6655.820172
-3,1000,6659.692453
-1,1000,6663.853734
-4,1000,6667.684301
-2,1000,6671.696359
-1,1000,6675.667422
-2,1000,6679.800793
0,1000,6684.229256
-1,1000,6688.052434
-2,1000,6692.130502
-2,1000,6696.2722
-1,1000,6700.11655
-1,1000,6703.982304
-1,1000,6707.939001
-3,1000,6711.788697
-2,1000,6715.696529
-1,1000,6719.610377
-4,1000,6723.716813
-1,1000,6727.526274
-1,1000,6731.479511
-1,1000,6735.393535
-3,1000,6739.255167
-2,1000,6743.084965
0,1000,6747.068797
-2,1000,6750.986258
-2,1000,6755.067803
0,1000,6758.931627
0,1000,6762.820653
-2,1000,6766.676256
-1,1000,6770.573563
0,1000,6774.397699
-3,1000,6778.274498
-3,1000,6782.364132
-3,1000,6786.329237
-2,1000,6790.189216
-1,1000,6794.098598
-3,1000,6797.980001
-1,1000,6801.848402
-2,1000,6805.632621
-2,1000,6809.535697
-3,1000,6813.776531
-2,1000,6817.798971
-1,1000,6821.806799
-2,1000,6825.743765
-2,1000,6829.604264
-4,1000,6833.580415
-2,1000,6837.799691
-3,1000,6841.912669
-1,1000,6845.89831
-3,1000,6849.796854
-3,1000,6853.748941
-3,1000,6857.803733
-1,1000,6861.689422
-2,1000,6865.65426
1,1000,6869.477226
-2,1000,6873.700584
-2,1000,6877.6376
-3,1000,6881.466602
-1,1000,6885.333218
-3,1000,6889.339547
0,1000,6893.129462
-3,1000,6897.017238
-1,1000,6900.888348
-1,1000,6905.305281
-1,1000,6909.077308
-2,1000,6913.00182
-1,1000,6916.946007
-2,1000,6920.793327
-1,1000,6924.786601
-3,1000,6928.736123
-4,1000,6932.826073
-2,1000,6936.74332
-2,1000,6940.641894
0,1000,6944.487086
-5,1000,6948.48385
-2,1000,6952.318264
-2,1000,6956.169587
-3,1000,6960.169607
-5,1000,6964.366989
-1,1000,6968.180481
-2,1000,6971.994228
-2,1000,6975.892621
-3,1000,6979.956853
-2,1000,6984.002691
-3,1000,6988.658297
-4,1000,6992.917292
-2,1000,6996.895696
-2,1000,7000.826919
-2,1000,7004.800622
-1,1000,7008.736163
-5,1000,7012.583769
-2,1000,7016.485649
-1,1000,7020.383365
-4,1000,7024.571929
-1,1000,7028.604914
-3,1000,7032.521183
-2,1000,7036.298273
-2,1000,7040.135518
-3,1000,7044.022938
-2,1000,7047.920592
-2,1000,7051.93727
-5,1000,7055.97146
-5,1000,7059.774088
-1,1000,7063.680866
0,1000,7067.525691
0,1000,7071.350827
-2,1000,7075.294731
-1,1000,7079.160725
-1,1000,7083.242335
0,1000,7087.338382
-1,1000,7091.233649
0,1000,7095.202191
-2,1000,7099.129619
-4,1000,7103.039342
-1,1000,7106.872706
-1,1000,7110.769868
-1,1000,7114.838409
-1,1000,7118.880921
-2,1000,7122.799204
-1,1000,7126.824682
-2,1000,7130.841398
0,1000,7134.677395
-1,1000,7138.678621
-2,1000,7142.978451
-1,1000,7146.901205
-2,1000,7150.892971
-2,1000,7154.792953
-2,1000,7158.735667
-3,1000,7162.669764
-1,1000,7166.623452
-1,1000,7170.655791
-1,1000,7174.807045
-3,1000,7178.77781
-1,1000,7183.323755
-1,1000,7187.359087
-1,1000,7191.383482
-3,1000,7195.326334
0,1000,7199.24035
-2,1000,7203.408756
-1,1000,7207.372672
-3,1000,7211.241475
-1,1000,7215.14344
-2,1000,7219.07288
-2,1000,7223.181417
-1,1000,7226.991977
-3,1000,7230.958492
-3,1000,7235.078526
-3,1000,7238.919642
-3,1000,7242.733284
0,1000,7246.703778
0,1000,7250.640383
-1,1000,7254.433509
-1,1000,7258.279623
-2,1000,7262.284329
-1,1000,7266.210774
-1,1000,7270.035838
0,1000,7273.904818
-2,1000,7277.886623
-3,1000,7281.760477
-1,1000,7285.606757
-2,1000,7289.754444
-3,1000,7294.732871
-1,1000,7298.681979
1,1000,7302.501669
-2,1000,7306.52098
-4,1000,7310.450968
-2,1000,7314.2982
-1,1000,7318.237397
-2,1000,7322.475339
-3,1000,7326.392753
-2,1000,7330.324644
-3,1000,7334.20864
-2,1000,7338.03458
-3,1000,7341.898367
-2,1000,7345.852747
-5,1000,7349.879646
-1,1000,7354.031024
0,1000,7357.979309
-2,1000,7361.930268
-1,1000,7365.800582
-1,1000,7369.701884
-2,1000,7373.560951
-2,1000,7377.365453
-1,1000,7381.526614
-4,1000,7385.55362
-2,1000,7389.391606
-1,1000,7393.226625
-4,1000,7397.075294
-3,1000,7401.117212
-2,1000,7405.105464
-3,1000,7409.008581
-2,1000,7413.040647
-3,1000,7417.175588
0,1000,7421.340697
-2,1000,7425.640874
-3,1000,7429.58629
-1,1000,7433.677485
-2,1000,7437.868713
-4,1000,7442.010489
-2,1000,7446.038557
-3,1000,7449.952716
-3,1000,7453.949527
-3,1000,7458.020991
-1,1000,7461.843377
-1,1000,7465.832832
-3,1000,7469.756605
-1,1000,7473.990673
-1,1000,7477.917245
-1,1000,7481.858376
-2,1000,7485.836528
-1,1000,7489.804424
-2,1000,7493.808934
-2,1000,7497.770975
-2,1000,7501.744741
-3,1000,7505.88402
-3,1000,7509.792624
0,1000,7513.705793
-1,1000,7517.525296
-2,1000,7521.497607
-2,1000,7525.349418
-1,1000,7529.24474
-2,1000,7533.361456
-1,1000,7537.318323
-1,1000,7541.158458
-2,1000,7545.032516
-2,1000,7548.973608
-2,1000,7552.806546
-3,1000,7556.65625
-3,1000,7560.524767
-1,1000,7564.749934
-3,1000,7568.540781
-4,1000,7572.382664
-1,1000,7576.219691
-2,1000,7580.138099
-2,1000,7584.01499
-1,1000,7587.852899
-5,1000,7591.831868
-1,1000,7596.643748
-6,1000,7600.720665
-2,1000,7604.547465
-1,1000,7608.345375
-3,1000,7612.191305
-2,1000,7616.054587
-3,1000,7619.978601
0,1000,7624.10478
-1,1000,7627.961593
-1,1000,7631.777073
-2,1000,7635.621596
-1,1000,7639.619638
-2,1000,7643.453298
0,1000,7647.260543
-1,1000,7651.190781
-1,1000,7655.375692
-3,1000,7661.012939
-1,1000,7665.726009
-1,1000,7670.362648
0,1000,7674.838781
-3,1000,7679.336521
-2,1000,7684.048571
-1,1000,7688.622154
-2,1000,7693.043347
0,1000,7697.532817
-3,1000,7702.365955
-2,1000,7706.236352
-1,1000,7710.140562
0,1000,7714.27785
-1,1000,7718.44171
-2,1000,7722.377622
-4,1000,7726.3505
-1,1000,7730.22467
-4,1000,7734.137075
0,1000,7737.971644
-3,1000,7742.039339
0,1000,7746.01683
-1,1000,7749.916224
-2,1000,7753.733743
-2,1000,7757.552607
-4,1000,7761.40574
-3,1000,7765.223454
-2,1000,7769.134576
-4,1000,7773.272759
1,1000,7777.121722
-1,1000,7780.964716
-2,1000,7784.81896
0,1000,7788.696485
-1,1000,7792.546578
-1,1000,7796.480729
-2,1000,7800.352499
